Date,Open,High,Low,Close,Adj Close,Volume,Stock Name,Sentiment,SMA_50,SMA_200,RSI
2021-09-30,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,258.49334716796875,53868000,TSLA,0.2415088888888889,,,
2021-09-30,285.7099914550781,287.8299865722656,281.6199951171875,281.9200134277344,278.7928466796875,32343600,MSFT,0.2442599999999999,,,
2021-09-30,165.8000030517578,166.3925018310547,163.69949340820312,164.2519989013672,164.2519989013672,56848000,AMZN,0.2442599999999999,,,
2021-09-30,608.0499877929688,619.0,608.0499877929688,610.3400268554688,610.3400268554688,6612600,NFLX,0.27166,,,
2021-09-30,143.66000366210938,144.3800048828125,141.27999877929688,141.5,140.47848510742188,89056700,AAPL,0.0887428571428571,,,
2021-09-30,102.08000183105467,104.44000244140624,101.98999786376952,102.9000015258789,102.9000015258789,57636700,AMD,0.4091333333333333,,,
2021-09-30,142.63999938964844,142.74000549316406,139.52999877929688,139.8000030517578,135.5730438232422,6934900,PG,0.2442599999999999,,,
2021-09-30,112.43000030517578,113.3499984741211,111.6500015258789,111.6500015258789,109.45753479003906,6433400,TSM,0.3654285714285714,,,
2021-09-30,35.029998779296875,36.11000061035156,34.816001892089844,35.540000915527344,35.540000915527344,6461500,XPEV,0.7783,,,
2021-09-30,173.10000610351562,173.67999267578125,169.10000610351562,169.1699981689453,169.1699981689453,13978000,DIS,0.4215,,,
2021-09-30,340.45001220703125,342.79998779296875,338.1499938964844,339.3900146484375,339.3900146484375,16547100,META,0.5242666666666667,,,
2021-09-30,35.630001068115234,35.97999954223633,35.290000915527344,35.630001068115234,35.630001068115234,25768500,NIO,0.4221142857142857,,,
2021-09-30,134.3249969482422,135.58999633789062,133.0,133.2655029296875,133.2655029296875,35294000,GOOG,0.4404,,,
2021-10-01,341.6099853515625,345.0199890136719,338.6400146484375,343.010009765625,343.010009765625,14905300,META,0.3189818181818182,,,51.96479757484061
2021-10-01,36.75,36.7599983215332,35.08000183105469,35.459999084472656,35.459999084472656,7770600,XPEV,0.4819,,,45.46370904796032
2021-10-01,164.45050048828125,165.45849609375,162.7969970703125,164.16299438476562,164.16299438476562,56712000,AMZN,0.3593375,,,47.703287178863235
2021-10-01,139.92999267578125,140.22999572753906,138.32000732421875,139.5800018310547,135.3596954345703,5587200,PG,0.3593375,,,49.50067078841442
2021-10-01,36.630001068115234,36.66999816894531,35.2599983215332,35.380001068115234,35.380001068115234,34919900,NIO,0.2564941176470588,,,36.49457423663831
2021-10-01,133.55450439453125,137.0709991455078,133.37750244140625,136.46249389648438,136.46249389648438,28388000,GOOG,-0.4943499999999999,,,49.8569596191621
2021-10-01,172.27999877929688,177.32000732421875,171.97000122070312,176.00999450683594,176.00999450683594,12165000,DIS,0.57245,,,52.074847533342144
2021-10-01,604.239990234375,614.989990234375,597.510009765625,613.1500244140625,613.1500244140625,4090800,NFLX,0.52278,,,60.946756421966306
2021-10-01,102.5999984741211,103.0,100.63999938964844,102.4499969482422,102.4499969482422,41491600,AMD,0.56255,,,49.82606096568035
2021-10-01,112.0,112.3000030517578,110.3000030517578,111.55999755859376,109.36929321289062,5315200,TSM,0.1889411764705882,,,51.47462401323467
2021-10-01,271.5,276.3399963378906,268.7699890136719,275.260009765625,275.260009765625,4756000,CRM,0.7269,,,52.034186905500746
2021-10-01,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200,TSLA,0.2198702127659574,,,48.35018077147291
2021-10-01,263.1700134277344,264.8500061035156,257.09698486328125,263.1600036621094,263.1600036621094,1135300,ZS,0.36345,,,55.278376892670764
2021-10-01,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,141.6201629638672,94639600,AAPL,0.2937363636363636,,,50.215420738062
2021-10-01,282.1199951171875,289.9800109863281,281.2900085449219,289.1000061035156,285.8932189941406,30086300,MSFT,0.3593375,,,48.725461167545845
2021-10-04,35.18000030517578,35.20000076293945,33.52000045776367,34.11000061035156,34.11000061035156,6557200,XPEV,0.3818,,,49.96726995128302
2021-10-04,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,138.13551330566406,98322000,AAPL,0.08954,,,49.38628508669134
2021-10-04,613.3900146484375,626.1300048828125,594.6799926757812,603.3499755859375,603.3499755859375,4995900,NFLX,0.368675,,,59.35670276310586
2021-10-04,101.73999786376952,101.8499984741211,99.81999969482422,100.33999633789062,100.33999633789062,41967100,AMD,0.7959,,,51.12891966678869
2021-10-04,261.8380126953125,262.57000732421875,251.58999633789065,255.00999450683597,255.00999450683597,7267200,PYPL,0.9403,,,52.02252949546966
2021-10-04,135.69949340820312,135.6999969482422,131.16650390625,133.76499938964844,133.76499938964844,31530000,GOOG,0.07505,,,49.29880839307334
2021-10-04,35.02000045776367,35.02000045776367,33.279998779296875,33.400001525878906,33.400001525878906,40823100,NIO,0.08215,,,39.165967558887864
2021-10-04,265.5,268.989990234375,258.7066650390625,260.510009765625,260.510009765625,91449900,TSLA,0.1201117647058823,,,53.30392084466502
2021-10-04,111.0,111.43000030517578,108.5199966430664,109.0199966430664,106.8791732788086,8514500,TSM,0.0190216216216216,,,49.94988923848401
2021-10-04,275.2200012207031,275.29998779296875,266.1400146484375,270.8599853515625,270.8599853515625,6393800,CRM,-0.3818,,,49.91312975071298
2021-10-04,335.5299987792969,335.94000244140625,322.70001220703125,326.2300109863281,326.2300109863281,42885000,META,0.057140625,,,51.31898464755485
2021-10-04,139.38999938964844,140.39999389648438,137.60000610351562,138.7899932861328,134.5935516357422,5816000,PG,0.2262333333333333,,,47.741790059471384
2021-10-04,163.96949768066406,163.99949645996094,158.8125,159.48899841308594,159.48899841308594,90462000,AMZN,0.2262333333333333,,,50.31724789602677
2021-10-04,261.3500061035156,261.3500061035156,248.3300018310547,251.8600006103516,251.8600006103516,2245600,ZS,0.5267,,,49.283801977678365
2021-10-04,287.3999938964844,287.75,280.25,283.1099853515625,279.9696350097656,31350700,MSFT,0.2262333333333333,,,55.239678163810964
2021-10-04,153.5399932861328,153.72000122070312,144.47000122070312,145.02999877929688,145.02999877929688,2126800,ENPH,-0.9732,,,50.12224227303978
2021-10-05,160.22500610351562,163.0364990234375,160.1230010986328,161.0500030517578,161.0500030517578,65384000,AMZN,0.1106333333333333,,,38.72236121542897
2021-10-05,134.0,137.36199951171875,134.0,136.177001953125,136.177001953125,24126000,GOOG,0.2294,,,51.20840467557105
2021-10-05,109.8000030517578,110.3499984741211,109.22000122070312,109.26000213623048,107.11446380615234,8039600,TSM,0.141705,,,44.622049446855534
2021-10-05,284.04998779296875,290.3999938964844,284.04998779296875,288.760009765625,285.55694580078125,24993000,MSFT,0.1106333333333333,,,55.483346211610915
2021-10-05,328.5799865722656,335.17999267578125,326.1600036621094,332.9599914550781,332.9599914550781,35377900,META,0.1298322580645161,,,61.03628106003969
2021-10-05,255.22000122070312,262.7699890136719,253.58999633789065,260.1499938964844,260.1499938964844,6326600,PYPL,0.546,202.84048126220702,,49.985035005553804
2021-10-05,261.6000061035156,265.7699890136719,258.0666809082031,260.1966552734375,260.1966552734375,55297800,TSLA,0.0852170454545454,202.8745474243164,,57.189188824413044
2021-10-05,272.1099853515625,273.54998779296875,271.0299987792969,271.7699890136719,271.7699890136719,4050400,CRM,-0.9413,202.67154693603516,,50.05049124190557
2021-10-05,224.2700042724609,226.4499969482422,222.4199981689453,224.4199981689453,224.4199981689453,5687300,BA,0.0,203.87490692138672,,44.300380922175336
2021-10-05,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,140.09127807617188,80861100,AAPL,0.27408,194.49030639648439,,50.14702201893673
2021-10-05,138.8000030517578,140.52000427246094,138.72000122070312,139.3300018310547,135.11724853515625,6902700,PG,0.1106333333333333,194.44690643310548,,48.691111847551
2021-10-05,439.5799865722656,449.1099853515625,439.25,446.239990234375,442.5582580566406,1808700,COST,-0.6369,201.3137062072754,,59.87081323948846
2021-10-05,606.9400024414062,640.3900146484375,606.8900146484375,634.8099975585938,634.8099975585938,9534300,NFLX,0.1622999999999999,211.21390609741212,,65.39923400325478
2021-10-05,33.29999923706055,34.310001373291016,33.27000045776367,33.869998931884766,33.869998931884766,26441300,NIO,0.1420749999999999,209.6583060455322,,46.53664001700754
2021-10-05,100.91999816894533,102.87000274658205,100.61000061035156,101.80999755859376,101.80999755859376,31455200,AMD,0.9371,210.98370597839354,,48.21212978615724
2021-10-06,258.7333374023437,262.2200012207031,257.739990234375,260.9166564941406,260.9166564941406,43898400,TSLA,0.2106589743589743,212.81863914489747,,53.48249259736803
