Open,High,Low,Volume,SMA_50,SMA_200,RSI,Sentiment
260.3333435058594,263.0433349609375,258.3333435058594,53868000,,,,0.2415088888888889
285.7099914550781,287.8299865722656,281.6199951171875,32343600,,,,0.2442599999999999
165.8000030517578,166.3925018310547,163.69949340820312,56848000,,,,0.2442599999999999
608.0499877929688,619.0,608.0499877929688,6612600,,,,0.27166
143.66000366210938,144.3800048828125,141.27999877929688,89056700,,,,0.0887428571428571
102.08000183105467,104.44000244140624,101.98999786376952,57636700,,,,0.4091333333333333
142.63999938964844,142.74000549316406,139.52999877929688,6934900,,,,0.2442599999999999
112.43000030517578,113.3499984741211,111.6500015258789,6433400,,,,0.3654285714285714
35.029998779296875,36.11000061035156,34.816001892089844,6461500,,,,0.7783
173.10000610351562,173.67999267578125,169.10000610351562,13978000,,,,0.4215
340.45001220703125,342.79998779296875,338.1499938964844,16547100,,,,0.5242666666666667
35.630001068115234,35.97999954223633,35.290000915527344,25768500,,,,0.4221142857142857
134.3249969482422,135.58999633789062,133.0,35294000,,,,0.4404
341.6099853515625,345.0199890136719,338.6400146484375,14905300,,,51.96479757484061,0.3189818181818182
36.75,36.7599983215332,35.08000183105469,7770600,,,45.46370904796032,0.4819
164.45050048828125,165.45849609375,162.7969970703125,56712000,,,47.703287178863235,0.3593375
139.92999267578125,140.22999572753906,138.32000732421875,5587200,,,49.50067078841442,0.3593375
36.630001068115234,36.66999816894531,35.2599983215332,34919900,,,36.49457423663831,0.2564941176470588
133.55450439453125,137.0709991455078,133.37750244140625,28388000,,,49.8569596191621,-0.4943499999999999
172.27999877929688,177.32000732421875,171.97000122070312,12165000,,,52.074847533342144,0.57245
604.239990234375,614.989990234375,597.510009765625,4090800,,,60.946756421966306,0.52278
102.5999984741211,103.0,100.63999938964844,41491600,,,49.82606096568035,0.56255
112.0,112.3000030517578,110.3000030517578,5315200,,,51.47462401323467,0.1889411764705882
271.5,276.3399963378906,268.7699890136719,4756000,,,52.034186905500746,0.7269
259.4666748046875,260.260009765625,254.52999877929688,51094200,,,48.35018077147291,0.2198702127659574
263.1700134277344,264.8500061035156,257.09698486328125,1135300,,,55.278376892670764,0.36345
141.89999389648438,142.9199981689453,139.11000061035156,94639600,,,50.215420738062,0.2937363636363636
282.1199951171875,289.9800109863281,281.2900085449219,30086300,,,48.725461167545845,0.3593375
35.18000030517578,35.20000076293945,33.52000045776367,6557200,,,49.96726995128302,0.3818
141.75999450683594,142.2100067138672,138.27000427246094,98322000,,,49.38628508669134,0.08954
613.3900146484375,626.1300048828125,594.6799926757812,4995900,,,59.35670276310586,0.368675
101.73999786376952,101.8499984741211,99.81999969482422,41967100,,,51.12891966678869,0.7959
261.8380126953125,262.57000732421875,251.58999633789065,7267200,,,52.02252949546966,0.9403
135.69949340820312,135.6999969482422,131.16650390625,31530000,,,49.29880839307334,0.07505
35.02000045776367,35.02000045776367,33.279998779296875,40823100,,,39.165967558887864,0.08215
265.5,268.989990234375,258.7066650390625,91449900,,,53.30392084466502,0.1201117647058823
111.0,111.43000030517578,108.5199966430664,8514500,,,49.94988923848401,0.0190216216216216
275.2200012207031,275.29998779296875,266.1400146484375,6393800,,,49.91312975071298,-0.3818
335.5299987792969,335.94000244140625,322.70001220703125,42885000,,,51.31898464755485,0.057140625
139.38999938964844,140.39999389648438,137.60000610351562,5816000,,,47.741790059471384,0.2262333333333333
163.96949768066406,163.99949645996094,158.8125,90462000,,,50.31724789602677,0.2262333333333333
261.3500061035156,261.3500061035156,248.3300018310547,2245600,,,49.283801977678365,0.5267
287.3999938964844,287.75,280.25,31350700,,,55.239678163810964,0.2262333333333333
153.5399932861328,153.72000122070312,144.47000122070312,2126800,,,50.12224227303978,-0.9732
160.22500610351562,163.0364990234375,160.1230010986328,65384000,,,38.72236121542897,0.1106333333333333
